name,vicinity,types,latitude,longitude
홍야동 마오차이,"23 Dongil-ro 18-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397367,127.0643169
Mulmandu,자양동 16-37번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397367,127.0643169
원보양꼬치,"23 Dongil-ro 18-gil, 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397367,127.0643169
무진장왕숯불갈비,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397341,127.0643508
연우식당,"16-37 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539659,127.064466
오케이(OK)치킨호츠,자양동 16-24번지 1층 광진구 서울특별시 KR,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",37.5398455,127.0643993
그때그집,"16-24번지 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398455,127.0643993
마라유혹,자양동 16-24번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398455,127.0643993
동북축산연길보신탕,자양동 12-7번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397031,127.0638251
란주천면관,자양동 12-28번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5394501,127.0645298
원일반점,South Korea,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.539639,127.0646101
풍천장어,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398729,127.0639064
소성공자 샤브샤브,"16-26 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398838,127.0638851
꼬치튀김이야기,"28 Dongil-ro 12-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398031,127.0637472
Simgane,"12-11 Jayang-dong, 번지 102호 리버빌, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397255,127.0636936
공주닭발성수점,South Korea,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397255,127.0636936
Babtonglyeong,KR 서울특별시 광진구 자양동 12-11번지 1층 101호 리버빌,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5397255,127.0636936
소관작천하,"13-8 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395986,127.0647373
동해안생태동태탕,자양동 13-8번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395986,127.0647373
민속순대국,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395952,127.0647674
취헌꼬치구이전문점,South Korea,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395573,127.0648646
진국설렁탕,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53953970000001,127.0648785
란주우육면,"37 Dongil-ro 18-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395622,127.0650084
하얼빈양꼬치샤브샤브,자양동 13-39번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395204,127.064985
일춘식당,자양동 13-39번지 일춘식당 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395204,127.064985
마랄압발,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395119,127.0650174
뉴 외할머니 밥상집 건대점,"857 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53939099999999,127.0648097
Chwimala,"12-2 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393863,127.0647869
노유똥돼지,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539373,127.0647952
뒤집고뒤집다,"13-40 Jayang-dong, 번지 1층, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5394772,127.0651055
해룡 마라룽샤,"36, 동일로18길, 광진구","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539335,127.0647073
건대양꼬치 연옥양꼬치,"KR 서울특별시, 42 Dongil-ro 18-gil, Gwangjin-gu, 서울","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539367,127.0650489
Bogmanlu,"43 Dongil-ro 18-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53944439999999,127.0652778
룡천고향닭곰집,자양동 13-62번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395212,127.0653199
용정성일초두부,자양동 13-62번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395212,127.0653199
福 楼,"１３−４１ 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5394022,127.0652781
매운양갈비,"47 Dongil-ro 18-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393766,127.0654885
Hounlae,자양동 10-32번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.53933859999999,127.0654682
허씨전통중경 석기시대 마라쌍궈,"10-32 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5392384,127.065496
해월양꼬치 샤브샤브 본점,"10-29 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393006,127.0656746
Hongkong,자양동 12-1번지 지하 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5392496,127.0651502
악바리야식,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53917859999999,127.0654062
경성양꼬치,자양동 10-20번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5392672,127.0659058
숯불바베큐불닭,"Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5392342,127.0659062
허흑오리,"1층, 10-19번지 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5391892,127.0660652
이치방스시,"2층 201-5호, 9-4번지 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
뜨겁개핫도그,자양동 9-4번지 108동 -5호 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
일순소한마리,"2층 202호, 9-4번지 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
마살라케밥,자양동 9-4번지 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
라라미센,자양동 9-4번지 105호 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
매화딤섬,South Korea,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397483,127.0669205
Shy Bana,"9-4 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397615,127.0669682
배꼽시계,"Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396435,127.0674547
Yamsaem,"Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.539623,127.0674893
홍천숯불화로구이,"9-35 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53976189999999,127.0672949
Chun-Li Malatang,"23 Achasan-ro 30-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396475,127.0674225
춘천닭갈비,"9-29 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.539873,127.0672949
불볶이와튀김범벅 건대점,"9-29 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.539873,127.0672949
안나리숯불신선로,"아차산로30길 23, 2층, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396435,127.0674547
하이더푸쟈오쯔전문점,"6-8 Jayang-dong, 번지 1층, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396435,127.0674547
Chwalchwalhyang,자양동 6-8번지 1층 자양동 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396435,127.0674547
포마토 김밥 건대점,"20 Achasan-ro 30-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5398659,127.0673218
토마토김밥,자양동 9-29번지 1층 광진구 서울특별시 KR,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",37.5398659,127.0673218
김밥사랑,"Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53984519999999,127.0673505
Labab Konkuk,"20 Achasan-ro 30-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5399205,127.067297
Chuanxiang malatang,"20 Achasan-ro 30-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539894,127.0673839
Wapeulmong,자양동 6-58번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.539321,127.0673535
왕세숫대야냉면,"Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.539873,127.0676004
허씨 정통중경마라샹궈 건대3호점,"17 Achasan-ro 30-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5398887,127.067583
봉순이통닭,자양동 6-41번지 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5398887,127.067583
홍루이젠,"15 Achasan-ro 30-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5400083,127.0676159
Kungpu,자양동 6-76번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5399433,127.0682205
춘향미엔 건대점,"1층, 춘향미엔, 92 Dongil-ro 20-gil, Gwangjin-gu, 서울","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398796,127.068456
큰집닭강정 건대점,"6-30 Jayang-dong, 번지 1층, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5399838,127.0681057
Dalg-Gwang,"1층, 6-30번지 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5399838,127.0681057
Seusijin,자양동 6-31번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.540027,127.0679852
플라잉볼익스프레스 건대점,"82 Dongil-ro 20-gil, 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.540027,127.0679852
충만치킨 건대점,"98 Dongil-ro 20-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397672,127.0687443
호아빈 건대점,"5-13 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53951199999999,127.0691558
Sadon,자양동 5-10번지 1층 지하 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397261,127.0688998
Yuksudang Geondae,South Korea,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.53951259999999,127.0691379
다맛포차,"자양동 5-13번지 다맛포차, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53951259999999,127.0691379
88 Loop Burger,"5-13 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53951259999999,127.0691379
탕절대부,"99-1 Dongil-ro 20-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5398247,127.0690593
돈까스잘하는집,"5-13 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5395675,127.0692114
Bantianyao Kaoyu,"2층, KR 서울특별시 광진구 자양동 5-13, 106 Dongil-ro 20-gil","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53953,127.0692037
청춘라면,"Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53976189999999,127.0692114
화양장,South Korea,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.54003970000001,127.0691558
kondae japanese restaurant ohyoumedang,"105 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53975519999999,127.0693416
봉골뱅이,자양동 7-2번지 지층1층 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397161,127.0694601
봉구네한우,"1층, 7-2번지 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5397161,127.0694601
Junggyeong Sikgaek,"109 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.539718,127.0694647
배부장찌개 건대점,"114 Dongil-ro 20-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5394881,127.0695761
건대등신,"-dong, 2-14 자양제4동, 광진구","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5395106,127.0695951
보영만두 건대점,"113 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53961930000001,127.0696435
DODO,"18 Achasan-ro 34-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5393434,127.069299
Dalgkal,"1층 1층, 2-13 Jayang-dong, 번지 지하, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5393897,127.0695513
스시노백쉐프,"층 1층, KR 서울특별시 광진구 자양동 2-13, 1 번지 지하","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5393897,127.0695513
정가네숯불갈비,"7-1 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5399286,127.0695447
누들우들,"1층, 7-7 Jayang-dong, 번지 지하, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5399503,127.0693395
끝돈 건대입구역점,"238 Achasan-ro, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398788,127.0695935
이조옹기구이,"7-7 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53998410000001,127.069378
오리대감,"1-19 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395675,127.0697669
동경규동,"7-1 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539935,127.0695705
고돌이국밥,"115 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395835,127.0697808
두리아치킨,자양동 1-14번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398569,127.0697186
원조마포소금구이,"7-1 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.54004,127.06935
본죽앤비빔밥 건대점,"95 Neungdong-ro, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53949619999999,127.0701623
안동참찜닭,"1-17 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53953669999999,127.069927
서가숯불구이,"1-3 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398366,127.0698908
베어스타코 건대역점,"117 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395494,127.0699204
진고개식당,"1-17 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395398,127.0699336
싸움의고수. 1인보쌈,"1-9 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395133,127.0700216
타로랑사주랑,자양동 1-9번지 2층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395133,127.0700216
Le-Ong,"1-2 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53945640000001,127.0701558
용감한왕만두,"244 Achasan-ro, Gwangjin-gu","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",37.53968309999999,127.070206
왕십리곱창,"1-3 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539873,127.0699613
고기대통령,"2층, 2-1번지 Jayang-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5392376,127.0700262
333,"227-13 자양제3동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396758,127.0707608
Mom's Touch,"92 Neungdong-ro, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5394311,127.0709798
Matdolroman (Millstone Only) Jayang,자양동 767-4번지 1층 자양오피스텔 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5398179,127.0829323
누구나홀딱반한닭 본사(티앤비코리아),"4층, Y타워, 129 Jayang-ro, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5392841,127.0828557
소담소담,"251-54번지 Guui-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.53978149999999,127.0833585
비스트로 플록,"769-12 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5392267,127.0827099
Yeon-An,"1층, 251-53 Guui-dong, 번지 지하, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396065,127.0834361
족발3시30분 구의역점,"134 Jayang-ro, Guui-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396065,127.0834361
순임이모밥줘,구의동 252-95번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393318,127.0834542
생물조개짬뽕,구의동 252-95번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393318,127.0834542
Dodamjib,"130 Jayang-ro, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393318,127.0834542
소담골두부마을,구의동 251-49번지 1층 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396118,127.0842474
Myeonmyeonmyeon,구의동 251-49번지 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396118,127.0842474
Babhyang-Gi,"1층, 251-49번지 Guui-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396118,127.0842474
Namchon,구의동 251-49번지 1층 102호 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396118,127.0842474
이담감자탕,"18 Jayang-ro 22-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5395557,127.0842636
남촌멸치국수,"251-49 Guui-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396021,127.0842769
어쩌다김밥,"1층, 66번지 Guui-dong, 252, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5394707,127.0842842
어수선집,구의동 251-48번지 ㅣ층 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396265,127.0844
연어상점,"1층, 251-44번지 Guui-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5396369,127.0845798
Sichilin,"25 Jayang-ro 22-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396534,127.0847278
Gyeonghoelu,구의동 251-43번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396534,127.0847278
아부지가어부,"1층, 252-1번지 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539458,127.0847392
Dalg-Idalg,"251-62 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539886,127.0847453
철길부산집 구의점,"58 Achasan-ro 51-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53954229999999,127.084991
매운녀석들,구의동 257-41번지 구의동 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395051,127.0850102
엄탕 구의점,"248-137 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398647,127.0850239
파전나라,구의동 248-137번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5398648,127.0850239
소돼지불맛집,"251-7 Guui-dong, 번지 1층, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5400404,127.0847876
파스타딜리버리,"1층, 135번지 Guui-dong, 248, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396893,127.0851687
신쵸쭈꾸미,구의동 248-135번지 구의동 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396893,127.0851687
치킨플러스구의점,구의동 248-135번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396893,127.0851687
진짜곱창,"1층 103호, 135번지 Guui-dong, 248, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5396893,127.0851687
Heossine,"248-135 구의제1동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53969540000001,127.085169
호호치킨,구의동 257-40번지 1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395036,127.0851585
청년피자광진구점,"1층 103호, 257-39번지 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53954179999999,127.085321
시골정식,구의동 257-39번지 지상1층 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.53954179999999,127.085321
광양장어탕,"257-43번지 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393287,127.0850384
Jang-Gunjib,"52 Achasan-ro 51-gil, 구의제1동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5393287,127.0850384
풍년상회,"1층, 53 Achasan-ro 53-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.53955750000001,127.085607
수셰프치킨,"1층 101호, 18번지 Guui-dong, 248, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5400181,127.0850504
Bistro The Peppercorn,"44 Jayang-ro 22-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.539578,127.0858161
녹두마루,구의동 257-91번지 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.539578,127.0858161
빌리노 (villino),"257-49 Guui-dong, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5395994,127.0861316
Tulupan,자양동 16-27번지 1층 복사 광진구 서울특별시 KR,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.5399404,127.0637588
Nippon naeppong Konkuk University Head Office,"60 Dongil-ro 20-gil, 자양제4동, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5404204,127.0666814
경양카츠 건대점,"1층, 연일빌딩, 60 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'food', 'point_of_interest', 'establishment']",37.5404285,127.0666561
술병자리,"9-31 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401785,127.0673782
꽃피는곱창,"1층, 9-1번지 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5402749,127.0671934
Malabang,"9-35 Jayang-dong, 번지 1층, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.54001780000001,127.0673799
가마니에,"18 Achasan-ro 30-gil, 자양제4동, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.54001780000001,127.0673799
청년다방 건대점,"청년다방 건대점, 64 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5403379,127.0670693
가마두에,"18 Achasan-ro 30-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5400136,127.0674064
암마 인도 레스토랑,"2 층, 72 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401091,127.0674252
흠향원쌀국수,"9-31 Jayang-dong, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401091,127.0674252
바나바나,"1층, 72 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401091,127.0674252
보쌈제복건대직영점,South Korea,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401091,127.0674252
마초불고기,자양동 9-31번지 2층 광진구 서울특별시 KR,"['restaurant', 'point_of_interest', 'food', 'establishment']",37.5401091,127.0674252
샤오바오우육면 건대입구점,"64 Dongil-ro 20-gil, Gwangjin-gu","['restaurant', 'point_of_interest', 'food', 'establishment']",37.54037599999999,127.0671623
